case,sex,age,sec,min,hour,date,month,year,country,openness,facet_imagination,facet_artistic_interests,facet_emotionality,facet_adventurousness,facet_intellect,facet_liberalism,conscientiousness,facet_self_efficacy,facet_orderliness,facet_dutifulness,facet_achievement_striving,facet_self_discipline,facet_cautiousness,extraversion,facet_friendliness,facet_gregariousness,facet_assertiveness,facet_activity_level,facet_excitement_seeking,facet_cheerfulness,agreeableness,facet_trust,facet_morality,facet_altruism,facet_cooperation,facet_modesty,facet_sympathy,neuroticism,facet_anxiety,facet_anger,facet_depression,facet_self_consciousness,facet_immoderation,facet_vulnerability
128311,2,27,16,52,20,9,8,102,Canada,69.07417815518039,75.34008785972469,77.8280525063858,70.13473438320716,39.96934393210995,70.76878765562856,43.8453517351694,61.02434518925406,44.29159025946308,49.58131153933135,72.33000753722172,64.72479717011902,64.3925588198357,53.41024752405781,65.26968896715852,62.61750720984338,52.09291350348076,72.34611144766149,67.74027334454553,65.28896729696976,45.87796928698316,52.39052757327329,28.966673346581445,46.256957089828006,93.17991654500008,27.23281798781821,60.55156695181773,53.95060925674363,94.39016817488687,99.38420598162554,42.743613439347484,99.54391727273241,49.525487831820726,99.08232312195366,87.05895219246986
77618,2,44,24,0,8,16,9,101,USA,26.560248486689005,47.596179817294626,87.43748015944948,70.13473438320716,9.068460239733724,7.601480727013083,11.02956043416009,30.532174046879902,15.669449792360979,66.06762283826549,46.70688036593572,41.99495664515888,7.648959173274079,43.67753549670533,52.02032500607646,78.64360704103217,82.88265030505272,14.245908175891344,56.018839058953176,56.37210185571547,13.678416211778597,82.22665393007685,66.54624894983101,70.65410972728665,85.58941731904213,67.94879774837898,60.55156695181773,80.19514273855225,96.10318790789006,81.08909424315777,77.63595327780763,83.17396400423456,93.41517453375116,94.13055647783642,99.37747445535263
180896,1,18,31,58,16,27,9,103,Ireland,38.93784183262085,31.560378358973026,63.571847377224856,6.007587643171647,51.6679506587941,71.41099419704676,38.96105870641554,30.654535915186386,66.85561577610315,25.56560193899287,67.1714764496063,33.2971634767795,49.11031994197003,1.801184585825851,68.72579499754693,59.293134367405116,86.71349351135382,22.58667220257354,17.11734969494421,96.10945031112965,71.8673250198251,83.75714200010668,99.10539284662502,25.968848382253157,86.47075137508511,89.77479615703214,73.67177934677,38.059457108195716,14.101077450574905,7.297609726258017,3.266656796991086,30.373205774212465,38.54997813635191,85.78653499209838,1.0
19858,2,20,37,17,1,22,2,101,USA,21.500199199095363,42.291087082205365,46.87999385447824,78.930623981037,12.97238277253956,10.39944639469067,7.821504501229896,74.79591321526004,70.31730040788568,83.21243289066717,44.67079951304356,77.94852195433975,71.58235461751946,53.694512358255906,66.10747620334979,55.01669969009657,66.35762173414804,88.84463139580612,40.51926937632845,54.33520075618111,55.58203895537741,40.753515167059845,77.82092340640315,30.63218018601941,41.82043671123682,66.12530199496246,21.62407111251096,18.363391319755294,74.61390353739296,93.91650313720686,54.686835292814635,78.40254957459194,33.637604863282434,92.82346852083447,65.67904193769476
133601,2,24,23,50,0,15,9,102,USA,98.08421631110821,92.76668478665965,91.4048634828622,53.441633783084455,88.24351183291469,87.33959614283856,97.12389438060234,24.08651686623992,44.29159025946308,62.034618989035664,1.0,59.13772006023231,23.061104035291663,13.513620199922286,52.02032500607646,17.11734969494421,11.138515019251571,44.24036830069821,16.654099179040458,99.0,84.06143549742728,70.14729967836013,13.22223083227749,58.701033451356636,80.98379288575211,62.94967134706582,87.88726300699477,80.19514273855225,43.72883117512026,17.470860014697195,11.325256012873183,36.88851327944508,93.41517453375116,73.06999613385693,53.319429804707454
325847,1,21,22,14,15,27,0,111,USA,9.828517975677329,19.243841141222532,5.498141602288726,68.70258339069414,92.27885279287841,1.0,2.7499338129192665,80.03831038881117,70.07894547098209,89.92405368224854,33.70576361322108,90.61178652490548,89.7400143986439,38.39571010362192,97.90090381146501,85.51395057332343,99.65755296940029,70.33237939477914,95.34962570683183,95.93501744805155,72.61901380720087,1.0,5.3028783114198745,1.0,20.67268965707339,31.333377765149464,1.0,1.0,26.25321003760584,30.050868353950648,9.892669062583508,9.994604431249229,28.20459265453337,68.60058485381398,66.08916647993237
81892,1,31,5,18,20,15,10,101,USA,64.0107868215058,44.08104661749974,23.542947406190677,82.4708482798892,56.4544420238056,71.15813214473707,72.13117650841292,80.97280035630354,93.46684484996422,40.92026450019563,33.70576361322108,87.16186232831421,89.7400143986439,80.17625967302877,25.55152039538754,8.194386905717607,23.59305727208681,78.68758818548724,29.2312123443686,24.042900881524474,37.907163869258454,39.89486403050768,47.19168211406509,43.344921433791285,25.42533077083897,41.27219492504753,42.291087082205365,59.37039484136545,41.03177063736115,30.050868353950648,65.09172431362839,51.45242388555505,77.5637764425644,7.927984176145856,24.240696134801567
262342,1,21,57,58,21,5,1,108,Philippines,31.16317994924262,15.084048449017757,78.23795352732941,37.376126900058125,51.07837601973398,12.47330482372206,37.80945197566672,48.49807485961452,33.4297325768986,59.079735499801416,17.593372748471154,59.50871942031665,80.53865605787837,29.1417526603677,82.27597600979277,74.87692820914225,99.27438496336617,37.77526335357368,80.05715289906334,69.21080137353118,63.080058676461306,54.16723352054123,70.07894547098226,59.94916971135797,52.223645153743746,36.23605888348368,47.42212440251018,48.953336685814406,54.775405076022366,64.91753336498903,31.28674622915665,40.608585512881746,46.256957089828006,63.96838866723374,82.88265030505272
320850,1,31,11,41,1,19,10,110,USA,26.27784511435877,15.084048449017757,15.142455099184048,1.0,25.158187457547825,80.35947022086873,83.22054561069058,55.42115643732558,51.87270511600434,76.14428173605461,39.636916846050894,19.2114517347637,20.847780014460227,98.80352516407754,2.582409397213084,3.890549688866855,10.309452760825593,10.121619831216094,58.269695887561284,4.872688754605363,3.7302118512646842,21.853869260693415,7.705354041128103,32.54383356563801,8.743747773108822,41.27219492504753,62.7658086140799,43.73447948589535,26.25321003760584,38.5265098022748,21.10851187360717,26.858617186241332,69.21080137353118,21.84035593194926,16.380896680795246
49168,1,17,14,11,3,8,5,101,India,36.4753515861176,31.560378358973026,48.47497472547985,54.704020423288796,29.94808702969675,23.257757659384367,56.6550785662057,79.66701669274369,41.772148309260274,96.19641336868813,31.693301589254332,33.2971634767795,88.62160056241169,94.95017036800039,34.02330933641292,71.98677542110562,70.25374326944495,5.9865258881513626,17.11734969494421,29.07001713775793,28.1326749801718,88.28521128212947,66.12530199496246,62.10760514616891,78.09129834681312,69.14764735755358,99.36747822895325,75.19121993617478,72.47619571226187,84.28738319745946,59.38280421729479,81.67317048033544,67.00192895808408,50.55606614092534,43.80047150705559
141198,1,23,38,18,20,1,11,102,USA,76.30435748423997,60.18072278051625,86.36991465860137,95.58814230780956,30.02594327788131,50.53116852032986,68.07622402073508,38.19972999599139,22.171947493611015,79.98271330943305,39.636916846050894,38.409904521478666,32.1448990198478,29.1417526603677,30.611790322493704,49.56063603396092,57.44425564700225,37.77526335357368,1.0,41.60700518705539,37.907163869258454,60.616367792114204,24.859259813697662,70.5644345908944,41.14506162258914,41.27219492504753,94.62054579848518,64.46531457556091,99.41575148522531,99.20409812900482,97.44729224583023,99.67236513062483,99.6502889820996,35.09415280946621,94.93180673518896
244604,1,23,1,47,14,22,0,107,South Korea,33.683837853000824,23.74815518018309,63.961477249015104,63.652467915599175,35.108318953570915,20.508511603777947,33.58339906695974,73.09697535956519,22.171947493611015,99.6444639680102,57.946348166777,33.2971634767795,73.30402866692373,76.07937539063823,76.77998568408236,74.87692820914225,97.0995258424665,65.88150455292742,40.56094673416658,60.2364043211619,58.10228715703602,50.26072343207289,51.87270511600451,43.344921433791285,41.14506162258914,51.547120780486466,37.234191385917086,74.16973230320127,43.76133550397299,60.60359954468936,53.823398285471114,30.168444341118146,32.54383356563801,30.49117442662336,66.08916647993237
312747,1,20,27,56,18,12,6,110,USA,57.823285252184746,46.8616625569893,68.4116241520884,69.90073238460064,57.20631330942837,61.925522292421476,30.46290046715066,74.44983440704169,54.44332608373202,78.41464627708172,82.88265030505272,74.50142217039121,78.58858792556782,31.15277637369209,85.37966302933592,94.46438281850646,83.79928255838342,73.21175121452501,58.854938377407905,54.82628182415766,87.96288850524809,74.32201462908336,86.01734838160507,81.21427908087765,73.40738137626522,73.84643900984258,29.969793772770913,48.90503595078849,43.41098862817881,50.4621874971607,22.331027267183856,23.44500415731204,38.54997813635191,89.55586279109923,60.65892388614958
118633,2,33,24,35,15,25,5,102,USA,81.74165331337178,61.91892508169872,54.36555360329919,80.15066620083473,39.96934393210995,90.63018663441358,90.17368850612843,72.31400909685436,56.97016483628056,66.06762283826549,72.33000753722172,59.13772006023231,55.989958694574455,84.36304352175205,41.948427437952034,40.8204093289915,20.457096935902428,72.34611144766149,38.04138284016847,51.824706498066064,45.87796928698316,26.529765381992576,28.966673346581445,22.701518884824225,46.98563916064137,27.23281798781821,39.44843304817931,42.68003802225007,66.63303645055572,77.31892438549448,80.97280035630354,80.1804787722698,40.094517212998085,44.64654924803892,43.8453517351694
132856,2,23,49,14,12,10,9,102,USA,61.46053037047943,79.42646223603026,54.36555360329919,59.13772006023231,39.96934393210995,61.101068989654436,48.576617450646324,61.02434518925406,56.97016483628056,69.99751071601315,72.33000753722172,59.13772006023231,68.46322926279544,21.025779143228192,23.068049447959936,1.0,27.705051260604677,3.453357380102119,61.958617159828464,65.28896729696976,61.25946572680101,6.930956849954356,1.0,81.41475722390544,1.0,1.0,70.67123342360873,21.671423710050647,89.5097924353447,95.50891987977968,77.63595327780763,80.1804787722698,84.3242218657266,77.33488278773791,75.85958331893107
227129,2,16,18,53,21,6,0,106,USA,50.39837934269161,88.78225472418683,90.6625911128209,1.0,70.35319944682698,78.44189817358415,3.2140818418625656,58.57189268800664,58.55236278061574,55.989958694574455,87.62929142411929,54.063262499480516,54.44332608373179,31.027056149688406,33.12031365087046,26.575607003584423,5.939946185458581,17.457719845957683,46.82434645388838,74.9804753003109,74.88244503141595,85.88946972652013,91.69327997565881,92.59095325683506,63.53406225256617,86.01734838160507,40.39427439640821,73.55834364977648,21.312411814509602,7.01428938131528,12.286541527247522,35.72345774980255,61.01069607724554,34.12556235771552,37.933206440742254
72898,2,18,48,44,23,31,7,101,USA,71.03661287024966,76.99736846540372,40.6838208567944,87.28581834787838,26.569667184096602,74.11744885089718,69.30757411611546,78.73224755234617,70.31730040788568,55.989958694574455,83.3382186311095,92.39851927298366,86.18427994672345,35.40405306078168,92.4546440884443,85.0883262902704,83.18027635575788,93.92483677307791,87.07656476530121,62.88780464148539,90.31994505042348,93.48345155439324,77.82092340640315,80.57794121246536,90.48753652855896,96.49354313673075,55.58203895537741,89.95808132590957,57.56602231005212,78.53212677802628,9.752262657503962,42.977345193462895,38.087158236754135,99.63785082300456,82.15417819623713
287206,2,30,55,51,15,6,5,109,UK,19.748315968039748,75.34008785972469,35.81736676013651,75.29940096995824,9.068460239733724,1.0,34.571415401094725,49.16405435112665,50.63550054933802,53.76502334688104,16.61144435151772,88.64046967681088,94.14497980466729,1.0,93.25686235996943,32.33683325556629,76.00485587797846,98.81719090513047,61.958617159828464,99.0,84.06143549742728,14.997867088827974,20.573537763966584,12.993014428773478,24.056666816970278,27.23281798781821,34.30761847227842,37.13891197395856,30.64249185999057,10.946747345357721,77.63595327780763,19.819521227727023,30.986852474538694,35.09415280946621,43.8453517351694
63689,2,32,51,18,18,16,6,101,USA,75.08560987423277,71.03332665341549,72.36136535016311,70.13473438320716,20.508511603777947,79.64120213339004,83.6093633598631,49.16405435112665,44.29159025946308,37.15180008304583,59.82779962352896,47.70466906821406,34.78467417757349,76.50027093359677,23.068049447959936,13.85480603215845,20.457096935902428,21.773925274910596,12.295540239747453,51.824706498066064,71.05247102613345,67.52247311050343,75.34008785972469,64.78278589337833,35.1258481984101,57.8214434189569,70.67123342360873,59.55017917542108,50.483537963805134,33.40694941671984,54.846168774782996,44.33191778008268,58.97185396875591,49.51248786451873,67.23225874558347
29207,1,26,7,41,14,14,3,101,USA,78.57741284847634,44.08104661749974,53.66061046757994,89.95808132590957,85.3108077081198,84.49314686490402,50.87869737842715,38.19972999599139,51.87270511600434,79.98271330943305,17.593372748471154,54.24481320760782,28.224864339480575,16.742576542171378,43.5455579761915,40.8204093289915,23.59305727208681,74.61390353739301,40.56094673416658,77.5637764425644,15.574641162813691,16.616973119975455,7.705354041128103,48.88792965914092,16.266918122059394,22.12609129554656,37.234191385917086,38.57759101883818,93.86347100506055,80.77786188366656,97.44729224583023,99.45754984938719,50.93650051561667,91.51438874914072,70.59207196494458
167388,1,29,38,50,23,30,5,103,USA,19.443322487838827,49.46078375067634,23.542947406190677,4.878981883811036,3.621488419063425,75.896469460812,37.80945197566672,16.673556631482512,33.4297325768986,20.017286690563964,33.70576361322108,1.0,17.445521498293687,67.22611925578326,3.3657144731954673,3.890549688866855,13.234684165010492,7.341158704576031,29.2312123443686,20.095747650381668,8.762443248801645,27.5456539692766,33.429732576898715,27.409635915245588,3.351347693632576,46.3923581404963,91.93618207072097,11.829477806808967,38.32691469272032,38.5265098022748,27.76615118607495,75.7080910490638,60.2364043211619,1.774113606830312,47.11585655441377
86879,2,15,58,26,16,15,11,101,USA,43.77326090641202,18.736579827812932,81.90890646608625,96.3006166334876,31.747142483319834,40.03544926577973,10.799514522117988,50.57400305976853,34.29014070741786,72.40894963476512,33.104268824151234,43.91268057637768,36.79687690902773,71.52971542119849,85.98482462745812,90.7025534667996,83.18027635575788,79.00918395050098,65.64711765724587,62.88780464148539,79.22231631654597,90.74422223118506,69.25788961302214,41.86477327317664,93.5656869093541,78.74483379669266,99.56900376775138,78.16576113284259,62.22473664642342,66.39018662627882,83.1835362374826,64.98860679804358,29.316092305772713,39.50535605806317,74.31609562768182
118305,2,18,35,15,20,22,5,102,Canada,30.925821844816483,14.79180849177061,18.091093533910794,74.22680595634887,3.6415008991581033,78.44189817358415,40.17220037646791,99.55408872918065,99.40126536806883,60.225336049293276,91.38663287631312,98.53046748171107,99.65809073671483,99.64540712382814,58.20274260666406,74.90872601174459,28.593976969392457,95.93025064599658,99.34182912325059,1.0,45.430036846224084,50.489187386854496,81.75583192499732,64.95948197352692,73.74048971379887,57.003317221551015,1.0,37.376126900058125,30.545479159098193,66.39018662627882,66.15957653940058,32.194701977513006,29.316092305772713,2.7568964400769715,24.859259813697662
114746,2,37,8,14,16,26,4,102,USA,46.94743986023093,79.42646223603026,60.5424373119057,80.15066620083473,12.47330482372206,10.636437729519969,53.319429804707454,35.0423946983492,63.20312309096943,29.2312123443686,46.70688036593572,16.239754440940516,38.93485830207197,48.53763055243792,58.71657309947739,74.87692820914225,68.43962164102402,49.03819143458776,12.295540239747453,38.2372666632848,84.06143549742728,37.05233351832487,33.453751050166034,46.256957089828006,70.54709916894535,5.009971493021538,65.69238152771845,42.68003802225007,77.13505472270435,60.42477581553817,97.52572732097963,63.11148672055191,68.12570526155298,26.059328894242867,92.91508350555785
305647,1,20,13,57,15,6,2,110,USA,25.869896043434807,26.762908542514083,43.40796818255575,15.921465128015797,40.597419457146316,52.004524179074735,26.412032535376227,78.6549452935052,60.728061954840825,85.64602139611941,61.37045033015977,87.16186232831421,74.77065778176427,45.5566739162652,75.32287974272674,59.293134367405116,66.51034893630327,77.41332779742356,81.89134079507176,79.3726221047068,52.505314968993446,23.240862203054206,10.799514522117988,46.284843661040384,17.535418683808842,73.84643900984258,44.49629171536981,7.301470312646643,42.355252385079496,16.409363679595884,63.565929724145064,60.755110706404594,20.971115789764326,72.08762914155761,32.81043085041472
222380,2,39,33,57,12,29,8,105,USA,70.30463925686774,42.80857461825059,91.4048634828622,92.14274646283457,66.19844583264802,26.468749470533226,62.685739247457434,63.34756260024528,56.97016483628056,69.99751071601315,66.20780177702142,80.15066620083473,23.061104035291663,67.68583273799294,66.340228404796,58.313084197575165,52.09291350348076,90.8455915333858,61.958617159828464,65.28896729696976,35.73896974224084,73.97148887203758,38.0810749182985,86.12872371318815,80.98379288575211,81.65516168436488,20.072901064652967,88.55650798049987,39.90842266416678,33.40694941671984,31.027056149688406,33.25967091737266,54.26599085816497,39.82652432314637,71.63636970116852
289356,1,20,56,45,18,4,7,109,USA,40.179112771535245,10.464903476895557,38.402503035148015,64.96770596500653,5.482562088990235,32.307703355288595,97.0516221226593,74.44983440704169,54.44332608373202,99.63342667669883,55.419208390362996,43.64141819818519,70.76878765562839,45.5566739162652,50.41624004122423,67.87501701242121,50.79971971025083,64.24761339053771,46.19023280498891,11.443492019496944,67.21963358910307,69.71386132287404,78.74483379669266,62.10760514616891,68.4693093138481,64.26103025775632,44.49629171536981,59.797915543157785,49.78689343301022,68.54137944829739,12.433999980826059,53.09290701174194,20.971115789764326,89.55586279109923,66.11822851590068
12112,2,17,16,48,14,27,1,101,UK,62.23679065417673,81.26342017218394,53.12000614551897,58.71997976386746,17.11734969494421,55.004959023812035,78.09129834681312,36.93582622187421,6.052488078137884,79.81194919210759,33.104268824151234,4.1425430837941235,54.44332608373179,62.81128849233477,6.050740483506303,13.115617267684058,10.306438846305383,6.075163226919031,5.444812706922107,37.1121953585116,17.51142959544154,74.0165664377023,55.28135202338723,53.49797160417478,36.46593774743093,70.51059471376072,97.54046586676623,73.55834364977648,98.15081607196635,91.4785362151789,83.1835362374826,99.6748331107093,96.00986929477745,95.52741118509812,82.15417819623713
91231,2,51,30,16,6,19,0,102,USA,96.29820558493748,95.15007002202924,91.4048634828622,95.05909897483161,55.830976460441036,93.48525340387232,67.23225874558347,59.8538702911282,74.99408138629997,21.85000045652049,66.20780177702142,97.32139648326427,98.74639590052823,1.0,98.48592827132052,91.29658428621372,82.88265030505272,99.52784010077323,97.14333250648781,65.28896729696976,93.86748181121254,17.11734969494421,83.25237944960452,64.78278589337833,29.452900831051807,32.05120225161804,12.112736993001931,1.0,6.576142251006971,1.0,42.743613439347484,14.018270540290615,1.0,81.35350509583145,3.5713024619715696
74526,1,28,23,30,13,21,8,101,USA,34.960644883293924,28.5405116565955,68.9285864716831,53.185121557385685,56.4544420238056,25.0308986798388,18.145762469524954,57.71388256228914,64.18263323986054,27.89944823044962,69.75039977186134,59.50871942031665,65.44478241121891,52.92361192269021,80.50106903960307,91.29658428621372,87.97121727048989,65.88150455292742,29.2312123443686,64.78278589337833,77.08551834849004,75.23686499596874,85.68113180055286,84.56716102782389,52.223645153743746,76.10995412150169,62.7658086140799,33.53431189536067,6.797942102317592,22.158760642680534,9.892669062583508,7.84411282770229,4.872688754605363,35.09415280946621,12.887763580526325
300808,1,21,44,27,16,20,0,110,USA,26.27784511435877,84.11426570792503,19.180033328925163,68.70258339069414,35.108318953570915,1.0,25.510158467538673,73.09697535956519,80.9158733380425,86.90681568138461,51.840430352222086,87.16186232831421,48.729091361349106,43.19382167571155,99.34264517662484,99.6739347794877,99.0,98.15081607196635,40.56094673416658,95.93501744805155,96.66053255329552,70.55319544967148,65.67904193769476,59.94916971135797,90.59164364262006,66.72472775425962,11.217745275809932,86.73819538201224,51.10345090612287,84.23552337241927,68.71325377084054,17.681323668604676,20.095747650381668,44.64654924803892,74.91866798595385
69793,1,35,59,34,7,5,7,101,Australia,77.45020261383843,60.18072278051625,92.91134497975429,63.652467915599175,61.76273333671202,39.96934393210995,79.73389095000289,85.39489260873643,51.87270511600434,92.59912769456457,85.18869867852766,48.9377169468961,73.30402866692373,93.39157811109567,67.718919034203,74.87692820914225,84.87183008061447,61.29976780711877,46.4438168710891,24.042900881524474,77.08551834849004,95.01709834844974,70.07894547098226,80.238196328105,82.88265030505272,94.12361067440236,91.93618207072097,78.67594907520959,56.60376217596507,80.77786188366656,61.389447325112315,55.07623775225022,55.608646060651324,10.878069661841323,66.08916647993237
293040,2,21,52,31,7,29,8,109,Spain,84.78839140976675,71.03332665341549,72.36136535016311,20.791244461849743,94.37835650084708,79.64120213339004,90.17368850612843,1.0,20.67268965707339,1.0,1.0,1.0,1.0,1.0,88.59759370670099,66.8333246469353,68.43962164102402,76.59096398990584,32.25972665545132,99.0,91.03705908413644,50.984615629757,66.54624894983101,34.02330933641292,64.87415180158689,42.17855658104003,29.328766576388233,65.03935511670318,3.8968120921066003,1.0,8.80329369768259,11.41577431146905,3.947459569359083,59.21514729374104,14.282856410831698
51140,2,18,5,9,2,13,5,101,USA,67.33088911956207,67.6991349370075,76.76487650897081,83.30333675728741,42.68003802225007,17.505856384176695,82.11338376053402,22.231533074520087,28.557470106690573,79.81194919210759,1.0,59.105415786523,36.79687690902773,1.0,79.72462860548353,55.01669969009657,80.12018947505294,88.84463139580612,77.19398147516756,91.20833882965564,30.63992438136114,1.0,22.99667203151691,1.0,17.11734969494421,3.5064568632656545,4.800686793161333,14.33903948472684,98.15081607196635,85.57837300622441,99.39917624488169,89.43795809684354,51.84839431971352,98.9965433323888,99.60405501835646
25748,2,56,47,59,14,5,3,101,USA,45.622837950787414,24.65991214027227,77.8280525063858,47.70466906821406,71.15813214473707,61.101068989654436,14.282856410831698,85.99263405999045,74.99408138629997,89.9307629908659,92.17849549876689,70.13473438320716,79.81194919210759,48.53763055243792,57.60749806260782,74.87692820914225,68.43962164102402,58.61780956927589,26.715253344971444,47.263624580874534,45.87796928698316,89.26829161332523,86.77776916771938,98.49637425348033,75.94333318302654,94.99002850697514,49.99999999999858,37.13891197395856,13.747000525356498,37.79301445376893,23.74815518018326,29.71880108100757,18.605107809955825,3.3342664290154715,21.709330571400272
